trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
19,False,"{'a': 0.01, 'e': 0.8187307530779818}",25,0,-90.27447691405152,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",0
20,False,"{'a': 0.01, 'e': 0.8105842459701871}",30,0,-84.50744743776403,"{0: 23, 1: 5, 2: 0, 3: 0, 4: 2}",0
21,False,"{'a': 0.01, 'e': 0.8025187979624785}",30,0,-100.57249474435793,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
22,False,"{'a': 0.01, 'e': 0.794533602503334}",30,15,-42.86228745691704,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 1}",1
23,False,"{'a': 0.01, 'e': 0.7866278610665535}",20,11,-44.217096980019015,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
24,False,"{'a': 0.01, 'e': 0.7788007830714049}",20,0,-37.32690488119322,"{0: 12, 1: 6, 2: 2, 3: 0, 4: 0}",0
25,False,"{'a': 0.01, 'e': 0.7710515858035663}",30,4,-190.66963501135012,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 4}",1
26,False,"{'a': 0.01, 'e': 0.7633794943368531}",30,8,-25.745061451593173,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 0}",1
27,False,"{'a': 0.01, 'e': 0.7557837414557255}",20,0,-9.60381812554548,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
28,False,"{'a': 0.01, 'e': 0.7482635675785653}",20,0,-140.50822746270404,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",0
29,False,"{'a': 0.01, 'e': 0.7408182206817179}",20,0,-25.626801083750795,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
30,False,"{'a': 0.01, 'e': 0.7334469562242892}",20,0,-162.1191657648573,"{0: 8, 1: 1, 2: 9, 3: 0, 4: 2}",0
31,False,"{'a': 0.01, 'e': 0.7261490370736909}",25,17,-32.350790877351635,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
32,False,"{'a': 0.01, 'e': 0.7189237334319262}",20,2,-125.51335443432617,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 2}",1
33,False,"{'a': 0.01, 'e': 0.7117703227626097}",30,0,-73.60939598807282,"{0: 19, 1: 2, 2: 9, 3: 0, 4: 0}",0
34,False,"{'a': 0.01, 'e': 0.7046880897187134}",25,11,-33.504099887154936,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 1}",1
35,False,"{'a': 0.01, 'e': 0.697676326071031}",30,8,-40.149780414512385,"{0: 14, 1: 4, 2: 4, 3: 0, 4: 0}",1
36,False,"{'a': 0.01, 'e': 0.6907343306373547}",25,0,-44.10988843877058,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
37,False,"{'a': 0.01, 'e': 0.6838614092123558}",20,9,-49.17629493722715,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
38,False,"{'a': 0.01, 'e': 0.6770568744981647}",30,16,-60.05939757612494,"{0: 10, 1: 2, 2: 0, 3: 1, 4: 1}",1
39,False,"{'a': 0.01, 'e': 0.6703200460356393}",20,0,-7.750012412866408,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
40,False,"{'a': 0.01, 'e': 0.6636502501363194}",25,0,-36.04431527700808,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
41,False,"{'a': 0.01, 'e': 0.6570468198150567}",20,0,2.5061281226912255,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
42,False,"{'a': 0.01, 'e': 0.6505090947233165}",25,18,4.0100288252056355,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
43,False,"{'a': 0.01, 'e': 0.6440364210831414}",20,0,-7.634264731794211,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
44,False,"{'a': 0.01, 'e': 0.6376281516217733}",25,5,-51.41596689331027,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",1
45,False,"{'a': 0.01, 'e': 0.631283645506926}",25,9,-35.81728182494945,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
46,False,"{'a': 0.01, 'e': 0.6250022682827008}",25,0,-85.97089119961379,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
47,False,"{'a': 0.01, 'e': 0.6187833918061408}",20,13,-11.707783539769293,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
48,False,"{'a': 0.01, 'e': 0.6126263941844161}",30,3,-67.29227026052244,"{0: 19, 1: 3, 2: 4, 3: 0, 4: 1}",1
49,False,"{'a': 0.01, 'e': 0.6065306597126334}",25,7,-60.02925047753301,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 1}",1
50,False,"{'a': 0.01, 'e': 0.6004955788122659}",25,0,-118.98750164142231,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
51,False,"{'a': 0.01, 'e': 0.5945205479701944}",25,0,-95.94882829737352,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
52,False,"{'a': 0.01, 'e': 0.5886049696783552}",20,0,-133.70623840678942,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
53,False,"{'a': 0.01, 'e': 0.5827482523739896}",30,10,-31.243278194720524,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",1
54,False,"{'a': 0.01, 'e': 0.5769498103804866}",20,10,-19.221047768519515,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
55,False,"{'a': 0.01, 'e': 0.5712090638488149}",30,8,-40.80069928121293,"{0: 16, 1: 5, 2: 0, 3: 0, 4: 1}",1
56,False,"{'a': 0.01, 'e': 0.5655254386995371}",20,0,-65.78984149766073,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
57,False,"{'a': 0.01, 'e': 0.559898366565402}",30,10,-59.50495430959908,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",1
58,False,"{'a': 0.01, 'e': 0.5543272847345071}",25,12,3.731709532592359,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
59,False,"{'a': 0.01, 'e': 0.5488116360940265}",20,11,-27.47671620273045,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
60,False,"{'a': 0.01, 'e': 0.5433508690744998}",20,14,0.079595512272713,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
61,False,"{'a': 0.01, 'e': 0.5379444375946745}",30,17,11.45655522129756,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
62,False,"{'a': 0.01, 'e': 0.5325918010068972}",20,0,-41.192335524244974,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
63,False,"{'a': 0.01, 'e': 0.5272924240430485}",30,16,-11.82557886304902,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
64,False,"{'a': 0.01, 'e': 0.522045776761016}",20,15,-33.50985298775674,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
65,False,"{'a': 0.01, 'e': 0.5168513344916992}",20,0,4.402920537259945,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
66,False,"{'a': 0.01, 'e': 0.5117085777865424}",25,0,-47.46930503857914,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
67,False,"{'a': 0.01, 'e': 0.5066169923655895}",35,0,-107.20734050532877,"{0: 28, 1: 3, 2: 1, 3: 0, 4: 3}",0
68,False,"{'a': 0.01, 'e': 0.5015760690660555}",20,10,20.246513446127068,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,False,"{'a': 0.01, 'e': 0.49658530379140947}",20,8,-12.375638343787124,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
70,False,"{'a': 0.01, 'e': 0.4916441974609651}",25,15,4.604465257258131,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
71,False,"{'a': 0.01, 'e': 0.4867522559599717}",20,13,4.494542174735427,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.01, 'e': 0.48190899009020244}",25,10,1.359871642682372,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
73,False,"{'a': 0.01, 'e': 0.4771139155210344}",30,17,-21.045128732887648,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
74,False,"{'a': 0.01, 'e': 0.4723665527410147}",20,0,23.29270902016203,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
75,False,"{'a': 0.01, 'e': 0.46766642700990924}",25,2,-26.43739076423182,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 1}",1
76,False,"{'a': 0.01, 'e': 0.46301306831122807}",20,3,-37.51750239960198,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
77,False,"{'a': 0.01, 'e': 0.4584060113052235}",20,0,-13.284490302571784,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
78,False,"{'a': 0.01, 'e': 0.45384479528235583}",30,9,-34.199028465147414,"{0: 16, 1: 0, 2: 4, 3: 1, 4: 0}",1
79,False,"{'a': 0.01, 'e': 0.44932896411722156}",20,6,7.929131305606217,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.01, 'e': 0.4448580662229411}",30,13,-32.01747694729237,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
81,False,"{'a': 0.01, 'e': 0.44043165450599925}",30,8,15.82336420503308,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
82,False,"{'a': 0.01, 'e': 0.43604928632153556}",25,9,-32.47135112654663,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
83,False,"{'a': 0.01, 'e': 0.43171052342907973}",25,0,-60.42008428353304,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
84,False,"{'a': 0.01, 'e': 0.4274149319487267}",20,13,9.249486082717187,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
85,False,"{'a': 0.01, 'e': 0.4231620823177488}",20,11,8.66525861447859,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.01, 'e': 0.418951549247639}",20,12,9.150638521943002,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,False,"{'a': 0.01, 'e': 0.4147829116815814}",20,3,0.0037922233620997226,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
88,False,"{'a': 0.01, 'e': 0.4106557527523455}",20,0,-18.1955726210589,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
89,False,"{'a': 0.01, 'e': 0.4065696597405991}",20,9,9.794805810765052,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
90,False,"{'a': 0.01, 'e': 0.40252422403363597}",20,1,-121.5495898790355,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 3}",1
91,False,"{'a': 0.01, 'e': 0.39851904108451414}",20,14,-1.2435745151512272,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
92,False,"{'a': 0.01, 'e': 0.3945537103716011}",30,0,-104.8300937220961,"{0: 21, 1: 4, 2: 3, 3: 0, 4: 2}",0
93,False,"{'a': 0.01, 'e': 0.3906278353585211}",25,14,13.320960024743007,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.01, 'e': 0.3867410234545012}",30,20,5.918686941259094,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
95,False,"{'a': 0.01, 'e': 0.38289288597511206}",20,14,-35.14006766121837,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 1}",1
96,False,"{'a': 0.01, 'e': 0.37908303810339883}",20,8,-5.764373915337295,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
97,False,"{'a': 0.01, 'e': 0.37531109885139957}",25,11,-20.48027738041792,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
98,False,"{'a': 0.01, 'e': 0.3715766910220457}",20,8,-22.031663437834887,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
99,False,"{'a': 0.01, 'e': 0.36787944117144233}",20,14,-11.951411839951025,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
100,False,"{'a': 0.01, 'e': 0.3642189795715233}",25,11,-40.12856627456652,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
101,False,"{'a': 0.01, 'e': 0.3605949401730783}",20,12,0.7154613630172242,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
102,False,"{'a': 0.01, 'e': 0.3570069605691474}",30,12,24.701068131067068,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.01, 'e': 0.35345468195878016}",20,11,-21.434493412812174,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
104,False,"{'a': 0.01, 'e': 0.3499377491111553}",20,4,15.539289149368448,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.01, 'e': 0.3464558103300574}",30,16,-7.481100294581619,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
106,False,"{'a': 0.01, 'e': 0.34300851741870664}",20,0,-1.8798953203515714,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
107,False,"{'a': 0.01, 'e': 0.3395955256449391}",20,0,-55.97215938614047,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
108,False,"{'a': 0.01, 'e': 0.3362164937067333}",20,0,-20.063313541900378,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
109,False,"{'a': 0.01, 'e': 0.33287108369807955}",30,19,-9.986611266994679,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
110,False,"{'a': 0.01, 'e': 0.32955896107518906}",25,2,14.284710756454844,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
111,False,"{'a': 0.01, 'e': 0.32627979462303947}",30,16,21.87163133480848,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.01, 'e': 0.3230332564222529}",25,16,15.695117000076259,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.01, 'e': 0.31981902181630384}",20,0,-50.53006061281289,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
114,False,"{'a': 0.01, 'e': 0.31663676937905316}",30,0,5.613758119687552,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",0
115,False,"{'a': 0.01, 'e': 0.3134861808826053}",20,13,-27.2556590281081,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
116,False,"{'a': 0.01, 'e': 0.31036694126548503}",25,0,13.66802339595092,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
117,False,"{'a': 0.01, 'e': 0.30727873860113125}",20,14,8.71710465286661,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.01, 'e': 0.3042212640667041}",20,14,-5.358994625592,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.01, 'e': 0.30119421191220214}",25,0,-51.46821823420858,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
120,False,"{'a': 0.01, 'e': 0.2981972794298874}",25,0,-19.06746512870413,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
121,False,"{'a': 0.01, 'e': 0.2952301669240142}",20,10,16.727143438666616,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.01, 'e': 0.2922925776808594}",20,16,7.801635977312608,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.01, 'e': 0.2893842179390506}",20,2,-25.341532407627536,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
124,False,"{'a': 0.01, 'e': 0.2865047968601901}",25,9,3.155847443689165,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
125,False,"{'a': 0.01, 'e': 0.2836540264997704}",25,14,18.460604251588375,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.01, 'e': 0.2808316217783798}",25,1,-16.23770003174426,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
127,False,"{'a': 0.01, 'e': 0.27803730045319414}",35,13,34.61714113723518,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.01, 'e': 0.27527078308975234}",20,11,1.902795843570315,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
129,False,"{'a': 0.01, 'e': 0.2725317930340126}",30,20,4.574660062681842,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
130,False,"{'a': 0.01, 'e': 0.2698200563846868}",20,4,20.756113608111008,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.01, 'e': 0.26713530196585034}",25,16,15.125850118505126,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.01, 'e': 0.26447726129982396}",20,16,7.302670346299184,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.01, 'e': 0.261845668580326}",20,3,-5.345633264454199,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
134,False,"{'a': 0.01, 'e': 0.2592402606458915}",20,8,-41.131387583647665,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
135,False,"{'a': 0.01, 'e': 0.2566607769535559}",20,0,-10.575422633231621,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
136,False,"{'a': 0.01, 'e': 0.25410695955280027}",20,2,9.30861960147836,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
137,False,"{'a': 0.01, 'e': 0.25157855305975646}",20,6,7.23999639527164,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.01, 'e': 0.24907530463166816}",25,17,2.031695139616798,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
139,False,"{'a': 0.01, 'e': 0.24659696394160643}",30,14,-6.130409497832996,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
140,False,"{'a': 0.01, 'e': 0.2441432831534371}",30,7,30.102168198667826,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.01, 'e': 0.24171401689703645}",30,0,-32.50203370258105,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
142,False,"{'a': 0.01, 'e': 0.23930892224375455}",25,16,6.36214279463214,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
143,False,"{'a': 0.01, 'e': 0.23692775868212176}",25,3,3.7809338359232587,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
